Sensor Log File flight-s1 flight-s1-7@a.com 104 Hz plugin 300075 base 200600,,,,,,,,,
RECORD,TYPE,DATE,TIME,arx, ary, arz, grx, gry, grz
2217,1,11/17/15,18:52:08,5.143418,-16.828661,-1.843203,-1.649397,-0.049944,1.19954
2218,1,11/17/15,18:52:08,2.205855,-18.679058,-2.835497,-1.666564,-0.038437,1.373363
2219,1,11/17/15,18:52:08,0.402215,-20.441395,-5.516863,-1.399738,0.144076,1.584084
2220,1,11/17/15,18:52:08,0.51531,-20.86919,-7.38192,-0.930243,0.428534,1.979761
2221,1,11/17/15,18:52:08,0.788305,-20.84677,-7.120341,-0.451397,0.892205,1.524004
2222,1,11/17/15,18:52:08,0.912924,-16.782816,-5.390542,0.173613,1.15993,-0.186127
2223,1,11/17/15,18:52:08,1.511169,-10.708783,-2.108715,0.640184,1.14627,-2.669016
2224,1,11/17/15,18:52:08,3.647842,-4.68476,1.28147,0.927796,1.195835,-3.883907
2225,1,11/17/15,18:52:08,3.078373,-1.510861,4.63255,1.158442,1.219808,-3.139737
2226,1,11/17/15,18:52:08,-0.45522,-3.138098,5.54814,1.313111,1.279017,-0.586842
2227,1,11/17/15,18:52:08,2.044318,-3.004201,3.404342,1.392387,1.137772,0.938
2228,1,11/17/15,18:52:08,5.503953,0.768064,3.693569,1.269373,0.786947,0.311818
2229,1,11/17/15,18:52:08,4.351653,6.639674,3.701415,1.067807,0.615105,-0.948053
2230,1,11/17/15,18:52:08,3.170435,8.258737,9.841476,1.196955,0.232486,-1.327564
2231,1,11/17/15,18:52:08,-0.500429,9.626272,9.365564,1.343618,-0.47742,-1.117842
2232,1,11/17/15,18:52:08,-9.419577,21.964198,4.756381,0.835058,-0.527909,-1.86715
2233,1,11/17/15,18:52:08,-17.285154,25.471707,0.607236,0.070914,-0.628844,-1.788613
2234,1,11/17/15,18:52:08,-19.38746,22.24938,0.887403,-0.912259,-0.843367,-1.39589
2235,1,11/17/15,18:52:08,-19.99639,21.218809,-1.998893,-0.957269,-0.535918,0.411886
2236,1,11/17/15,18:52:08,-14.263757,16.297304,-1.699209,-0.987004,-0.472289,1.641945
2237,1,11/17/15,18:52:08,-11.081293,17.278983,-3.340955,-0.996267,-0.508722,2.544876
2238,1,11/17/15,18:52:08,-12.415639,11.380143,-3.162998,-1.595773,0.124452,0.732847
2239,1,11/17/15,18:52:08,-11.652504,7.959132,-3.854192,-1.723945,0.468958,0.808813
2240,1,11/17/15,18:52:08,-8.362541,4.345698,-4.546027,-1.691826,0.861349,1.378286
2241,1,11/17/15,18:52:08,-4.351158,-0.797133,-2.530759,-1.54636,1.174203,1.75695
2242,1,11/17/15,18:52:08,-3.199041,-2.628003,-1.416711,-1.486897,1.472615,1.324678
2243,1,11/17/15,18:52:08,-1.418162,-4.228387,-0.78652,-1.426471,1.578643,0.560277
2244,1,11/17/15,18:52:08,2.453939,-6.432973,-0.208641,-1.17728,1.558493,0.855093
2245,1,11/17/15,18:52:08,5.551232,-9.578712,0.517121,-0.814442,1.511536,1.176399
2246,1,11/17/15,18:52:08,6.904045,-12.920676,3.709912,-0.33659,1.320559,1.212919
2247,1,11/17/15,18:52:08,7.604083,-15.110749,7.03775,0.246813,1.198752,1.365429
2248,1,11/17/15,18:52:08,7.291483,-17.366961,7.543272,0.901261,1.186612,1.385575
2249,1,11/17/15,18:52:08,7.238472,-18.359358,5.716551,1.598482,1.14467,1.742554
2250,1,11/17/15,18:52:08,5.803621,-19.08064,2.790406,1.840607,0.774765,1.727413
2251,1,11/17/15,18:52:08,4.481013,-20.347162,1.620876,1.655652,0.225017,1.753434
2252,1,11/17/15,18:52:08,3.057887,-20.640783,0.941896,1.388652,-0.331677,1.51597
2253,1,11/17/15,18:52:08,0.439329,-18.418891,0.709638,0.612968,-0.599398,0.012606
2254,1,11/17/15,18:52:08,-0.235358,-13.542809,0.730205,-0.352123,-0.803562,-2.11732
2255,1,11/17/15,18:52:08,0.523629,-8.83868,-0.253717,-1.131605,-1.050847,-3.264376
2256,1,11/17/15,18:52:08,1.612159,-5.815383,-0.597344,-1.52457,-1.32778,-3.566481
2257,1,11/17/15,18:52:08,4.216286,-0.071273,1.029012,-1.526407,-1.517072,-3.362581
2258,1,11/17/15,18:52:08,6.538646,7.508662,-2.726398,-1.448732,-1.383994,-2.720996
2259,1,11/17/15,18:52:08,1.801958,15.681287,-3.901872,-1.037571,-1.224222,-1.412951
2260,1,11/17/15,18:52:08,-5.555978,19.908744,-7.405207,-0.779888,-0.733145,-0.024966
2261,1,11/17/15,18:52:08,-10.162246,23.341768,-5.369257,-0.56691,-0.190905,-0.04032
2262,1,11/17/15,18:52:08,-3.562669,11.31715,4.507752,-0.62097,0.577364,-1.20866
2263,1,11/17/15,18:52:08,-23.256433,22.900292,1.921644,-0.075025,1.296937,-3.73022
2264,1,11/17/15,18:52:08,-24.049766,23.074443,3.185223,0.643931,1.061085,-1.446402
2265,1,11/17/15,18:52:08,-11.842741,17.695396,6.365534,1.395623,0.619798,2.801336
2266,1,11/17/15,18:52:08,-6.895311,15.277095,4.094292,1.414533,0.054795,2.196692
2267,1,11/17/15,18:52:08,-12.975707,14.676733,6.297761,1.039564,-0.437272,-0.151932
2268,1,11/17/15,18:52:09,-11.117361,11.735648,6.676583,1.077105,-0.975299,-0.889337
2269,1,11/17/15,18:52:09,-6.293978,6.641913,6.599048,1.368768,-0.909812,-0.19855
2270,1,11/17/15,18:52:09,-4.35565,3.64999,5.06749,1.285713,-1.246318,-0.06061
2271,1,11/17/15,18:52:09,-2.734402,0.130248,3.530236,0.970686,-1.560001,0.090889
2272,1,11/17/15,18:52:09,-1.244702,-2.187644,2.080959,0.74706,-1.689795,0.076281
2273,1,11/17/15,18:52:09,1.453385,-5.099613,0.723365,0.536104,-1.75942,0.226312
2274,1,11/17/15,18:52:09,4.636326,-7.151145,-0.803122,0.393584,-1.683647,0.607925
2275,1,11/17/15,18:52:09,4.992519,-9.243769,-2.476802,0.114975,-1.2314,0.453447
2276,1,11/17/15,18:52:09,2.686861,-10.947853,-3.71896,-0.2303,-0.83863,-0.057057
2277,1,11/17/15,18:52:09,2.083609,-12.033116,-4.457546,-0.565631,-0.658696,0.028275
2278,1,11/17/15,18:52:09,3.000597,-13.774582,-4.742544,-0.953548,-0.361936,0.790036
2279,1,11/17/15,18:52:09,4.321044,-15.846678,-5.014648,-1.279044,-0.123512,1.717777
2280,1,11/17/15,18:52:09,2.802879,-18.104501,-4.792594,-1.405332,0.003792,2.219077
2281,1,11/17/15,18:52:09,-0.621629,-19.110709,-5.367386,-1.253026,0.057793,2.293574
2282,1,11/17/15,18:52:09,-1.767978,-19.59249,-6.713286,-0.931724,0.342586,2.484904
2283,1,11/17/15,18:52:09,-0.636388,-19.24972,-8.341848,-0.635807,0.957171,2.536317
2284,1,11/17/15,18:52:09,1.430251,-16.94825,-7.099559,-0.544673,1.501794,1.479687
2285,1,11/17/15,18:52:09,1.767472,-12.660649,-5.618367,-0.385212,1.45609,-1.459304
2286,1,11/17/15,18:52:09,3.618879,-6.050986,-1.971187,0.02364,0.879731,-4.542203
2287,1,11/17/15,18:52:09,6.412708,0.885272,3.668436,0.397897,0.598972,-5.475407
2288,1,11/17/15,18:52:09,3.319702,1.2093,7.272557,0.802346,0.659259,-2.773814
2289,1,11/17/15,18:52:09,3.161405,-1.458032,6.955586,1.100844,0.930751,0.647449
2290,1,11/17/15,18:52:09,9.916778,2.745308,6.178302,1.491978,0.535875,1.286699
2291,1,11/17/15,18:52:09,8.850413,5.133658,13.732906,1.669911,0.219474,-0.14838
2292,1,11/17/15,18:52:09,1.302888,5.643414,14.389886,1.966156,0.14811,-0.975597
2293,1,11/17/15,18:52:09,-1.0882,6.320259,6.99061,2.154815,-0.303426,-0.683301
2294,1,11/17/15,18:52:09,-5.810523,12.509143,-0.971879,1.413574,-0.525093,-0.75784
2295,1,11/17/15,18:52:09,-14.718788,26.455325,-3.579972,0.480573,-0.435742,-2.832717
2296,1,11/17/15,18:52:09,-20.590327,23.835374,-3.758856,-0.338655,-0.845885,-3.491717
2297,1,11/17/15,18:52:09,-18.895449,18.371134,0.455292,-0.705114,-1.19877,-0.326986
2298,1,11/17/15,18:52:09,-10.285442,17.984737,0.856894,-0.23403,-0.972539,1.882912
2299,1,11/17/15,18:52:09,-14.761615,18.799919,-2.305672,-0.214206,-0.205988,1.262871
2300,1,11/17/15,18:52:09,-15.004496,13.183983,-2.662033,-0.738796,0.038544,0.489415
2301,1,11/17/15,18:52:09,-12.05784,10.831869,-2.374329,-1.066501,0.270961,1.16862
2302,1,11/17/15,18:52:09,-11.841911,8.336841,-3.271889,-1.248356,0.715143,0.994119
2303,1,11/17/15,18:52:09,-10.569047,5.192264,-3.991255,-1.433099,0.829114,0.821668
2304,1,11/17/15,18:52:09,-8.073026,1.529325,-3.220494,-1.460642,0.990823,1.076728
2305,1,11/17/15,18:52:09,-5.156109,-1.900739,-1.376407,-1.425359,1.175165,1.486441
2306,1,11/17/15,18:52:09,-1.501904,-4.713986,0.149653,-1.362879,1.371962,1.6269
2307,1,11/17/15,18:52:09,1.667445,-5.799414,0.968553,-1.267419,1.330998,1.599057
2308,1,11/17/15,18:52:09,4.809567,-6.580768,2.164369,-1.016872,0.978045,1.354809
2309,1,11/17/15,18:52:09,6.814341,-8.87875,4.345016,-0.644244,0.618498,1.018351
2310,1,11/17/15,18:52:09,7.469586,-11.345995,8.361262,-0.225457,0.460317,0.78119
2311,1,11/17/15,18:52:09,8.166933,-13.599489,11.09476,0.234907,0.417738,0.945022
2312,1,11/17/15,18:52:09,8.202991,-16.584788,10.693716,0.806387,0.410761,1.371163
2313,1,11/17/15,18:52:09,6.496575,-19.72955,8.509153,1.45547,0.357298,2.086576
2314,1,11/17/15,18:52:09,6.57753,-21.523429,5.63219,1.994031,0.117617,3.312232
2315,1,11/17/15,18:52:09,8.635498,-21.547586,1.371815,2.149049,-0.418778,4.180964
2316,1,11/17/15,18:52:09,7.591184,-21.282312,-2.788664,1.7197,-0.781948,3.458238
2317,1,11/17/15,18:52:09,3.950361,-19.945065,-3.423861,0.747976,-0.835358,1.067568
2318,1,11/17/15,18:52:09,3.625248,-15.698582,-4.42699,-0.387526,-0.906689,-1.808246
2319,1,11/17/15,18:52:09,2.493782,-9.829094,-5.335355,-1.551951,-0.777543,-3.980196
2320,1,11/17/15,18:52:09,1.16893,-4.751745,-5.117292,-2.196105,-1.015653,-5.30562
2321,1,11/17/15,18:52:09,0.138771,1.37652,-3.723528,-1.983823,-1.52352,-5.580905
2322,1,11/17/15,18:52:09,-1.373928,5.686896,-0.81549,-1.603935,-1.517796,-4.243139
2323,1,11/17/15,18:52:09,-2.46263,7.914395,-1.766,-1.173527,-0.869006,-1.77722
2324,1,11/17/15,18:52:09,-2.576747,10.169578,-0.441603,-0.729715,-0.08063,0.013785
2325,1,11/17/15,18:52:09,-2.570152,11.71341,-3.976093,-0.4246,0.882653,0.231215
2326,1,11/17/15,18:52:09,-3.506171,7.34888,-6.431055,0.149798,1.376559,-0.369307
2327,1,11/17/15,18:52:09,-19.451302,23.956438,-3.097251,-0.155566,1.957639,-4.144539
2328,1,11/17/15,18:52:09,-26.895458,22.561182,2.955925,-0.356766,1.713898,-6.483445
2329,1,11/17/15,18:52:09,-29.443606,20.142723,7.386906,0.499472,1.028033,-0.782787
2330,1,11/17/15,18:52:09,-11.840119,18.346537,11.212837,1.565141,0.651789,3.847111
2331,1,11/17/15,18:52:09,-5.735173,12.945017,8.043459,1.824734,0.335572,3.1896
2332,1,11/17/15,18:52:09,-10.218686,9.595278,7.614528,1.467143,0.016716,-0.146953
2333,1,11/17/15,18:52:09,-8.578229,7.049346,7.311034,1.576254,-0.261839,-0.718823
2334,1,11/17/15,18:52:09,-5.34359,4.837331,5.428266,1.738533,-0.418758,-0.016762
2335,1,11/17/15,18:52:09,-4.65502,2.057211,3.334324,1.543924,-0.664931,-0.138615
2336,1,11/17/15,18:52:09,-2.70373,-0.283678,0.828844,1.462731,-0.987535,0.307098
2337,1,11/17/15,18:52:09,-0.568987,-1.749455,-1.147142,1.129078,-1.065968,0.338188
2338,1,11/17/15,18:52:09,1.284234,-3.867271,-2.501949,0.664319,-0.967923,-0.223076
2339,1,11/17/15,18:52:09,1.823385,-6.036119,-3.982094,0.292692,-0.741936,0.013431
2340,1,11/17/15,18:52:09,1.409828,-9.178468,-3.393035,-0.204078,-0.546864,0.265648
2341,1,11/17/15,18:52:09,0.95744,-12.993355,-2.419686,-0.781979,-0.232106,0.706753
2342,1,11/17/15,18:52:09,3.367565,-15.275959,-1.248304,-1.251455,-0.121689,1.731428
2343,1,11/17/15,18:52:09,4.035758,-16.455986,-0.764499,-1.544823,0.054599,2.240007
2344,1,11/17/15,18:52:09,1.252022,-17.630593,-1.939961,-1.632319,0.176922,1.843226
2345,1,11/17/15,18:52:09,0.034347,-18.132712,-3.272292,-1.474731,0.218492,1.536354
2346,1,11/17/15,18:52:09,0.070772,-18.034827,-4.860685,-1.218449,0.437596,1.346654
2347,1,11/17/15,18:52:09,0.476938,-17.365806,-5.303751,-0.949937,0.927686,1.19788
2348,1,11/17/15,18:52:09,0.759996,-15.955978,-4.749905,-0.668947,1.363965,0.529774
2349,1,11/17/15,18:52:09,2.054451,-12.425811,-4.304854,-0.238624,1.39617,-0.812409
2350,1,11/17/15,18:52:09,2.336537,-8.919963,-2.669205,0.113257,1.310523,-1.954503
2351,1,11/17/15,18:52:09,4.520213,-5.213927,0.873207,0.494127,1.189176,-2.233522
2352,1,11/17/15,18:52:09,5.728477,-3.548808,5.519951,0.829238,1.118221,-1.590874
2353,1,11/17/15,18:52:09,3.460461,-5.584122,7.441267,1.16124,1.025861,-0.166295
2354,1,11/17/15,18:52:09,4.169373,-5.967385,5.414268,1.194582,1.092004,0.612337
2355,1,11/17/15,18:52:09,7.290667,-2.655396,2.279845,1.295178,0.932706,0.396164
2356,1,11/17/15,18:52:09,7.717504,2.233061,2.033629,1.488276,0.615206,-0.565988
2357,1,11/17/15,18:52:09,6.388318,9.475865,8.004887,1.718566,0.245883,-1.268188
2358,1,11/17/15,18:52:09,-2.443145,9.616677,10.083578,2.0395,0.179232,-1.540531
2359,1,11/17/15,18:52:09,-6.644868,18.798298,5.975146,2.342605,-0.250873,-1.405722
2360,1,11/17/15,18:52:09,-15.411912,26.289686,1.45317,1.574575,-0.162788,-2.605241
2361,1,11/17/15,18:52:09,-24.718918,21.924912,-4.679006,0.510596,-0.065587,-2.389004
2362,1,11/17/15,18:52:09,-15.566078,15.352344,-4.821717,-0.151349,-0.522924,1.211205
2363,1,11/17/15,18:52:09,-12.399528,20.944295,0.019708,-0.599005,-0.883597,1.812657
2364,1,11/17/15,18:52:09,-17.330509,16.213049,-0.250912,-1.208688,-0.189811,-0.469039
2365,1,11/17/15,18:52:09,-17.521951,17.028363,-1.857165,-1.354493,0.063122,0.270341
2366,1,11/17/15,18:52:09,-14.980385,10.80359,-2.646028,-1.46703,0.323169,1.12186
2367,1,11/17/15,18:52:09,-10.98895,6.347311,-2.852615,-1.539973,0.521423,1.573967
2368,1,11/17/15,18:52:09,-9.775626,3.383529,-2.129295,-1.73707,0.811428,0.948979
2369,1,11/17/15,18:52:09,-8.336779,0.927446,-0.891523,-1.790173,0.944939,0.530949
2370,1,11/17/15,18:52:09,-5.621793,-2.521579,0.1463,-1.803537,1.082513,0.541133
2371,1,11/17/15,18:52:09,-3.82963,-4.759614,1.160018,-1.76453,1.12848,0.845486
2372,1,11/17/15,18:52:09,-1.613449,-5.774753,1.843587,-1.678127,0.910086,1.271174
2373,1,11/17/15,18:52:09,1.824872,-6.877092,3.170368,-1.44182,0.392673,1.814576
2374,1,11/17/15,18:52:09,6.020516,-7.81032,4.982785,-1.111956,-0.092129,2.078196
2375,1,11/17/15,18:52:09,7.441343,-10.814688,7.9667,-0.901593,-0.282458,1.634139
2376,1,11/17/15,18:52:09,6.555864,-13.2302,11.083058,-0.529132,-0.322233,1.079632
2377,1,11/17/15,18:52:10,6.686094,-15.621219,11.723601,0.178338,-0.369483,1.021056
2378,1,11/17/15,18:52:10,7.378817,-17.540237,9.860615,1.201592,-0.425023,1.882939
2379,1,11/17/15,18:52:10,6.930212,-19.339601,6.672994,2.085642,-0.430125,3.077046
2380,1,11/17/15,18:52:10,8.154728,-21.491484,1.615916,2.62397,-0.598094,3.968789
2381,1,11/17/15,18:52:10,9.17379,-20.369349,-3.695096,2.713704,-0.624432,3.846405
2382,1,11/17/15,18:52:10,7.413713,-18.24606,-5.351488,1.908888,-0.615018,1.496136
2383,1,11/17/15,18:52:10,6.06413,-14.474512,-7.728101,0.784335,-0.335786,-1.43331
2384,1,11/17/15,18:52:10,5.37464,-9.414162,-8.128425,-0.041211,-0.110463,-3.273758
2385,1,11/17/15,18:52:10,2.939314,-5.445635,-6.034108,-0.36172,-0.256488,-3.777751
2386,1,11/17/15,18:52:10,-0.163623,-4.335652,-5.226587,-0.543126,-0.419018,-3.012377
2387,1,11/17/15,18:52:10,-2.975083,-3.551214,-3.824344,-0.819049,-0.445983,-1.715121
2388,1,11/17/15,18:52:10,-1.800704,-1.377974,-2.415153,-1.028527,-0.537118,-1.156445
2389,1,11/17/15,18:52:10,2.231393,4.026406,-0.968081,-1.641535,-0.314116,-1.561963
2390,1,11/17/15,18:52:10,6.871497,18.458458,-0.872164,-2.462142,-0.258295,-3.306163
2391,1,11/17/15,18:52:10,-1.510966,31.592762,-13.931853,-2.921732,-0.64783,-3.674198
2392,1,11/17/15,18:52:10,-8.36439,3.933283,-6.761528,-2.934092,-0.301235,-0.106103
2393,1,11/17/15,18:52:10,-13.070021,13.755305,6.779389,-1.791786,0.546284,0.20542
2394,1,11/17/15,18:52:10,-17.195441,26.147269,9.89211,-1.545153,-0.729505,-4.013844
2395,1,11/17/15,18:52:10,-18.93298,15.558412,13.675386,-0.426929,0.379521,-1.046079
2396,1,11/17/15,18:52:10,-11.233536,19.323513,6.140669,0.557433,0.94871,1.147844
2397,1,11/17/15,18:52:10,-13.438118,17.341065,-0.278616,0.727178,0.725776,0.638536
2398,1,11/17/15,18:52:10,-17.520243,18.19645,1.784659,0.843377,0.403157,-0.569468
2399,1,11/17/15,18:52:10,-15.598041,12.722849,4.757407,1.235977,0.226685,-0.209055
2400,1,11/17/15,18:52:10,-10.613765,11.470685,5.280958,1.765771,0.010835,0.945749
2401,1,11/17/15,18:52:10,-7.852549,8.401833,4.602697,1.917583,-0.207048,0.848871
2402,1,11/17/15,18:52:10,-8.016429,5.965887,3.857666,1.906331,-0.142262,0.375937
2403,1,11/17/15,18:52:10,-6.044602,1.246492,4.498406,1.722731,-0.635303,0.076953
2404,1,11/17/15,18:52:10,-4.911956,-2.510593,4.608854,1.558534,-1.111921,-0.089332
2405,1,11/17/15,18:52:10,-2.946479,-5.056302,4.607688,1.500298,-1.541307,-0.059158
2406,1,11/17/15,18:52:10,0.006933,-6.941182,3.14522,1.441248,-1.708886,0.31477
2407,1,11/17/15,18:52:10,3.118858,-8.255143,1.448862,1.196315,-1.753959,0.185988
2408,1,11/17/15,18:52:10,3.627187,-10.21698,0.491116,0.876951,-1.505076,-0.386743
2409,1,11/17/15,18:52:10,2.020208,-11.627099,-1.980351,0.498926,-1.158669,-0.60918
2410,1,11/17/15,18:52:10,1.047062,-12.554973,-4.089403,0.164676,-1.075884,-0.48448
2411,1,11/17/15,18:52:10,-0.219832,-12.582613,-5.839324,-0.109412,-0.937475,0.276236
2412,1,11/17/15,18:52:10,-1.463129,-13.075026,-7.175957,-0.55494,-0.800486,0.882608
2413,1,11/17/15,18:52:10,-0.715009,-13.810346,-8.374138,-1.026385,-0.55911,1.74598
2414,1,11/17/15,18:52:10,0.891089,-14.506729,-8.800237,-1.431005,-0.089972,2.461602
2415,1,11/17/15,18:52:10,1.757635,-16.423447,-6.720437,-1.799594,0.426918,2.313241
2416,1,11/17/15,18:52:10,0.491082,-16.907922,-3.883628,-1.686277,0.423286,1.355088
2417,1,11/17/15,18:52:10,-1.052322,-15.676697,-1.512738,-1.363005,0.328495,0.432585
2418,1,11/17/15,18:52:10,-1.59073,-13.636998,0.257133,-1.220214,0.470503,0.217045
2419,1,11/17/15,18:52:10,0.954655,-11.359606,0.189217,-1.057169,0.566335,0.218207
2420,1,11/17/15,18:52:10,3.914508,-8.272248,-0.29216,-0.91667,0.667306,-0.341572
2421,1,11/17/15,18:52:10,5.541841,-5.823045,0.469505,-0.652693,0.358634,-1.927038
2422,1,11/17/15,18:52:10,5.12413,-3.97998,3.451169,-0.192214,-0.072434,-2.568067
2423,1,11/17/15,18:52:10,2.741953,-4.473068,4.985292,0.0482,-0.027807,-1.529615
2424,1,11/17/15,18:52:10,1.0845,-6.016565,4.874286,0.086844,0.257626,-0.204588
2425,1,11/17/15,18:52:10,2.719543,-4.857664,2.903242,0.049295,0.501911,0.21819
2426,1,11/17/15,18:52:10,5.987074,-0.665548,-1.705513,0.394153,0.244128,-0.36358
2427,1,11/17/15,18:52:10,11.691278,7.617438,-4.439511,1.197356,-0.423588,-1.385002
2428,1,11/17/15,18:52:10,14.875528,17.80878,7.172006,2.068385,-0.501303,-1.384374
2429,1,11/17/15,18:52:10,5.783612,17.210836,18.301389,3.619143,-0.155592,-1.246612
2430,1,11/17/15,18:52:10,-1.850784,7.847165,16.213202,4.401949,0.071601,-0.865851
2431,1,11/17/15,18:52:10,-12.05897,20.26581,1.804859,3.753126,0.778953,-1.74074
2432,1,11/17/15,18:52:10,-10.31167,15.967163,-8.1575,2.312561,0.634265,0.296734
2433,1,11/17/15,18:52:10,-13.056298,18.473876,-10.768502,0.614071,-0.177019,-0.142806
2434,1,11/17/15,18:52:10,-11.783299,16.833722,-5.999569,-0.245724,-0.306854,-0.603609
2435,1,11/17/15,18:52:10,-7.157391,11.142922,0.791338,-0.376879,-0.315027,0.744871
2436,1,11/17/15,18:52:10,-1.720275,6.408998,2.362291,-0.130581,-0.198449,0.780391
2437,1,11/17/15,18:52:10,-8.484553,11.334836,1.714453,0.113363,0.311457,0.381683
2438,1,11/17/15,18:52:10,-13.561644,13.268661,8.392801,-0.46806,-0.235602,-1.687911
2439,1,11/17/15,18:52:10,-15.298125,9.155031,7.006964,-0.630342,-0.572297,-0.433807
2440,1,11/17/15,18:52:10,-9.231148,6.053481,4.717804,-0.467666,-1.060036,1.701243
2441,1,11/17/15,18:52:10,-6.310195,5.840146,3.781873,-0.528579,-1.224894,1.799549
2442,1,11/17/15,18:52:10,-8.117828,6.336117,1.058826,-0.860778,-1.148321,0.994504
2443,1,11/17/15,18:52:10,-7.953584,4.724628,-1.185416,-1.097717,-1.275452,0.658695
2444,1,11/17/15,18:52:10,-5.869119,2.549989,-2.216794,-1.129561,-1.258411,0.686451
2445,1,11/17/15,18:52:10,-4.67928,0.405099,-2.627476,-1.15064,-1.186708,0.456881
2446,1,11/17/15,18:52:10,-5.105216,-2.613279,-2.857274,-1.130327,-1.005636,0.27614
2447,1,11/17/15,18:52:10,-2.713203,-4.971597,-2.627723,-0.951903,-0.889724,0.797578
2448,1,11/17/15,18:52:10,-1.839014,-7.216396,-1.2802,-0.928413,-0.705353,0.511449
2449,1,11/17/15,18:52:10,-1.274476,-9.012105,0.211874,-0.812699,-0.63063,0.031248
2450,1,11/17/15,18:52:10,-0.782615,-10.435303,1.325822,-0.684148,-0.554451,-0.072147
2451,1,11/17/15,18:52:10,-0.584319,-12.156076,2.682927,-0.533046,-0.494387,0.100094
2452,1,11/17/15,18:52:10,-0.983814,-13.016945,4.331336,-0.19885,-0.528689,0.468709
2453,1,11/17/15,18:52:10,-1.218752,-13.612576,5.216795,0.1942,-0.513746,0.715129
2454,1,11/17/15,18:52:10,-0.63813,-13.816135,5.913979,0.628832,-0.351541,1.171864
2455,1,11/17/15,18:52:10,0.278701,-13.734503,3.585866,1.057912,-0.222213,1.470897
2456,1,11/17/15,18:52:10,3.669499,-14.062139,-0.044017,1.429183,-0.291119,1.655064
2457,1,11/17/15,18:52:10,8.636131,-12.111244,-3.259408,1.67148,-0.223334,1.229588
2458,1,11/17/15,18:52:10,7.98447,-10.186265,-4.663005,1.430706,0.145706,-0.233487
2459,1,11/17/15,18:52:10,5.203274,-8.250021,-4.409195,1.212462,0.156192,-1.160177
2460,1,11/17/15,18:52:10,4.29187,-9.329076,-2.363697,0.940727,0.126381,-0.827394
2461,1,11/17/15,18:52:10,3.619784,-10.779244,-0.773227,0.610596,0.09229,-0.426898
2462,1,11/17/15,18:52:10,1.558848,-10.376981,-0.593383,0.353103,-0.052294,-0.977088
2463,1,11/17/15,18:52:10,-0.449826,-9.457387,0.147593,0.107173,-0.104214,-1.364375
2464,1,11/17/15,18:52:10,-1.839964,-8.997679,0.739652,-0.037303,-0.20233,-1.117945
2465,1,11/17/15,18:52:10,-2.182673,-9.032038,1.695367,-0.152177,-0.328659,-0.790737
2466,1,11/17/15,18:52:10,-1.512947,-8.269831,3.042999,-0.206895,-0.449664,-0.366163
2467,1,11/17/15,18:52:10,3.925105,-5.030005,3.823776,-0.242188,-0.562495,0.18979
2468,1,11/17/15,18:52:10,16.658771,1.303672,2.966783,-0.851778,0.081168,-0.032234
2469,1,11/17/15,18:52:10,20.589064,15.341266,0.094995,-2.375575,1.200239,-3.441718
2470,1,11/17/15,18:52:10,8.040883,32.314983,-31.526607,-3.587131,-0.22887,-5.605564
2471,1,11/17/15,18:52:10,-15.126349,18.904052,-8.883718,-5.364602,-0.872087,-1.781058
2472,1,11/17/15,18:52:10,-2.053125,15.710373,4.721852,-4.144202,-0.068324,0.438796
2473,1,11/17/15,18:52:10,-1.267833,17.475022,14.628005,-1.309318,0.611979,0.021967
2474,1,11/17/15,18:52:10,-8.959047,19.674911,14.137715,0.109748,-0.000379,-2.670798
2475,1,11/17/15,18:52:10,-1.800678,13.35467,10.312561,0.901663,0.204663,0.218491
2476,1,11/17/15,18:52:10,1.291951,9.267068,1.245945,1.406504,-0.214625,1.534429
2477,1,11/17/15,18:52:10,-0.356415,7.056263,-2.200375,0.977934,-0.520394,-0.080369
2478,1,11/17/15,18:52:10,-4.748163,8.704536,-4.045574,0.536022,-0.743498,-0.837882
2479,1,11/17/15,18:52:10,-6.637678,8.14639,-3.239019,0.339896,-0.503593,-0.177136
2480,1,11/17/15,18:52:10,-1.913816,6.269365,-3.976795,0.479682,-0.287925,0.78784
2481,1,11/17/15,18:52:10,-6.66277,6.06092,-3.811776,0.487841,0.009956,-0.05438
2482,1,11/17/15,18:52:11,-5.693063,5.150233,-3.547064,0.563411,0.403674,0.269594
2483,1,11/17/15,18:52:11,-4.179538,4.474368,-2.929661,0.648956,0.718902,0.5208
2484,1,11/17/15,18:52:11,-4.437535,3.875889,-1.968421,0.713744,0.957629,0.328187
2485,1,11/17/15,18:52:11,-3.417648,1.890753,-1.509636,0.707557,1.279459,0.684206
2486,1,11/17/15,18:52:11,-2.820956,0.911498,-0.149547,0.615516,1.42675,0.559902
2487,1,11/17/15,18:52:11,-2.679844,-0.969905,0.497507,0.551266,1.618266,0.408741
2488,1,11/17/15,18:52:11,-1.997565,-3.298522,0.345802,0.54677,1.738643,0.589448
2489,1,11/17/15,18:52:11,-1.384374,-4.238372,-0.255767,0.563579,1.786067,0.598315
2490,1,11/17/15,18:52:11,-2.094923,-5.526275,-0.628524,0.521182,1.774156,0.381092
2491,1,11/17/15,18:52:11,-1.704225,-6.363826,-0.636622,0.479505,1.812643,0.396566
2492,1,11/17/15,18:52:11,-1.303174,-7.048461,-0.464263,0.365333,1.79333,0.352694
2493,1,11/17/15,18:52:11,-1.337674,-7.880599,-0.196453,0.193283,1.739915,0.037698
2494,1,11/17/15,18:52:11,-1.575873,-8.204438,-0.043366,0.044277,1.723278,-0.07242
